animal_id,date_of_birth,name,datetime,monthyear,outcome_type,outcome_subtype,animal_type,sex_upon_outcome,age_upon_outcome,breed,color,age_days
A779997,2017-11-08,*Goose,2018-09-13,09-2018,Transfer,Partner,Dog,Neutered Male,10 months,Dachshund/Chihuahua Shorthair,Black/Brown,309
A780058,2014-01-09,Anna,2018-09-13,09-2018,Transfer,Partner,Dog,Spayed Female,4 years,Beagle/Pug,Tan,1708
A779951,2018-05-11,Unknown,2018-09-13,09-2018,Transfer,Partner,Dog,Neutered Male,4 months,Chihuahua Shorthair Mix,White/Tan,125
A779723,2017-09-05,Unknown,2018-09-13,09-2018,Transfer,Partner,Dog,Intact Male,1 year,Yorkshire Terrier/Miniature Poodle,Black/Tan,373
A780095,2013-09-21,*Comet,2018-09-23,09-2018,Transfer,Partner,Dog,Intact Male,5 years,American Bulldog Mix,White,1828
A779573,2011-09-24,Ruthie,2018-09-24,09-2018,Rto-Adopt,,Dog,Spayed Female,7 years,Border Collie/Labrador Retriever,Black/Silver,2557
A780820,2018-03-20,Unknown,2018-09-24,09-2018,Transfer,Snr,Cat,Intact Female,6 months,Domestic Shorthair Mix,Tortie,188
A780468,2017-09-15,Tom,2018-09-24,09-2018,Return to Owner,,Dog,Neutered Male,1 year,Chihuahua Shorthair,White/Brown,374
A781363,2016-09-28,Unknown,2018-10-02,10-2018,Transfer,Snr,Cat,Intact Female,2 years,Domestic Shorthair Mix,Blue,734
A781882,2013-10-07,Unknown,2018-10-08,10-2018,Died,At Vet,Cat,Intact Female,5 years,Domestic Shorthair Mix,Black/White,1827
A782069,2016-10-10,*Lilikoi,2018-10-16,10-2018,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Calico,736
A782395,2018-05-04,Shadow,2018-10-20,10-2018,Adoption,,Dog,Neutered Male,5 months,Border Collie Mix,Black,169
A782860,2018-10-07,Unknown,2018-10-22,10-2018,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Black,15
A782022,2018-04-09,*George,2018-11-01,11-2018,Transfer,Partner,Dog,Intact Male,6 months,Labrador Retriever Mix,Black/White,206
A778705,2012-08-19,Marley,2018-11-06,11-2018,Adoption,Foster,Dog,Neutered Male,6 years,Labrador Retriever/Golden Retriever,Gold,2270
A783650,2018-08-11,Unknown,2018-11-11,11-2018,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico,92
A783968,2015-11-09,Jules,2018-11-12,11-2018,Transfer,Partner,Dog,Intact Female,3 years,Harrier Mix,White/Tricolor,1099
A782400,2013-10-14,Link,2018-11-13,11-2018,Transfer,Partner,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Brown Tabby/White,1856
A782311,2017-10-13,*Legs,2018-11-13,11-2018,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie,396
A783259,2016-10-27,Dingbat,2018-11-13,11-2018,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Blue,747
A783257,2016-10-27,Wilford,2018-11-13,11-2018,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Medium Hair Mix,Tortie,747
A782255,2008-10-12,Buddy,2018-11-13,11-2018,Transfer,Partner,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Brown Tabby,3684
A782171,2017-10-11,Tony,2018-11-13,11-2018,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black/White,398
A781549,2018-09-10,*Booberry,2018-11-13,11-2018,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,64
A780110,2018-08-10,*Cheddar,2018-11-13,11-2018,Transfer,Partner,Cat,Neutered Male,3 months,Domestic Shorthair Mix,White/Cream Tabby,95
A780111,2018-08-10,*Manchego,2018-11-13,11-2018,Transfer,Partner,Cat,Neutered Male,3 months,Domestic Shorthair Mix,White/Cream Tabby,95
A780113,2018-08-10,*Feta,2018-11-13,11-2018,Transfer,Partner,Cat,Neutered Male,3 months,Domestic Shorthair Mix,White/Cream Tabby,95
A752378,2017-05-15,Luna,2018-11-13,11-2018,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico,547
A780945,2017-09-22,Rocko,2018-11-14,11-2018,Transfer,Partner,Dog,Neutered Male,1 year,Staffordshire Mix,Blue/White,418
A783525,2018-10-01,*Harry,2018-11-14,11-2018,Transfer,Partner,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Brown Tabby,44
A784047,2018-09-30,Unknown,2018-11-14,11-2018,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,45
A784117,2018-10-05,Unknown,2018-11-14,11-2018,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby,40
A783956,2018-10-09,Unknown,2018-11-14,11-2018,Transfer,Partner,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Blue,36
A783866,2018-10-13,*Reese,2018-11-14,11-2018,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Brown Tabby,32
A783897,2018-10-02,Unknown,2018-11-14,11-2018,Transfer,Partner,Cat,Intact Female,1 month,Domestic Longhair Mix,Tortie,43
A780662,2016-03-18,Marley,2018-11-14,11-2018,Transfer,Partner,Dog,Intact Female,2 years,American Staffordshire Terrier Mix,Blue/White,971
A784610,2018-10-26,Unknown,2018-11-18,11-2018,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Tortie,23
A784611,2018-10-26,Unknown,2018-11-18,11-2018,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Tortie,23
A784563,2016-11-16,Unknown,2018-11-20,11-2018,Transfer,Snr,Cat,Intact Female,2 years,Siamese Mix,Lynx Point,734
A784534,2017-11-16,Unknown,2018-11-20,11-2018,Transfer,Snr,Cat,Intact Female,1 year,Domestic Medium Hair Mix,Black,369
A784229,2018-08-21,Unknown,2018-11-24,11-2018,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue Tabby,95
A779566,2015-09-02,*Julio,2018-11-27,11-2018,Transfer,Partner,Dog,Intact Male,3 years,Pit Bull Mix,Brown Brindle,1182
A779999,2017-09-08,*Nimbus,2018-11-27,11-2018,Transfer,Partner,Dog,Intact Male,1 year,Staffordshire Mix,White/Brown,445
A783427,2016-10-30,*Joshua,2018-12-03,12-2018,Transfer,Partner,Dog,Intact Male,2 years,Border Collie Mix,Tricolor,764
A785051,2013-11-29,Cooper,2018-12-04,12-2018,Transfer,Partner,Dog,Intact Male,5 years,Manchester Terrier Mix,Black/Brown,1831
A785315,2016-12-01,Bernard,2018-12-05,12-2018,Transfer,Partner,Dog,Intact Male,2 years,Pug Mix,Brown/White,734
A785640,2018-10-03,Unknown,2018-12-10,12-2018,Transfer,Partner,Dog,Intact Male,2 months,Pit Bull Mix,Brown Brindle,68
A785616,2016-12-06,Unknown,2018-12-10,12-2018,Transfer,Partner,Dog,Intact Female,2 years,Pit Bull Mix,Brown/Black,734
A783865,2013-11-13,*Marylou,2018-12-13,12-2018,Transfer,Partner,Dog,Intact Female,5 years,Staffordshire Mix,Brown Brindle,1856
A732959,2008-08-25,*Delilah,2018-12-13,12-2018,Adoption,Offsite,Dog,Spayed Female,10 years,Pit Bull Mix,Brown Brindle/White,3762
A786002,2013-12-14,Sasha Fierce,2018-12-16,12-2018,Transfer,Partner,Dog,Spayed Female,5 years,Dachshund Longhair/Chihuahua Longhair,Buff,1828
A783457,2016-10-31,*Boggart,2018-12-16,12-2018,Transfer,Partner,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White,776
A782701,2016-10-19,*Mellon,2018-12-16,12-2018,Transfer,Partner,Dog,Intact Male,2 years,Labrador Retriever Mix,Black/White,788
A782832,2016-10-21,*Albus,2018-12-18,12-2018,Transfer,Partner,Dog,Intact Male,2 years,Pit Bull Mix,Black/White,788
A766903,2017-10-19,Miles,2018-12-18,12-2018,Transfer,Partner,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Tricolor,425
A784259,2016-11-13,Bregs,2018-12-19,12-2018,Transfer,Partner,Dog,Intact Male,2 years,Great Pyrenees Mix,Tan/White,766
A778828,2016-08-21,Goldy,2018-12-19,12-2018,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull Mix,Brown,850
A784148,2016-11-12,*Alex,2018-12-27,12-2018,Adoption,Foster,Dog,Intact Male,2 years,German Shepherd/Labrador Retriever,Black/Tan,775
A784164,2016-11-12,Ginger,2018-12-31,12-2018,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Brown/White,779
A777234,2017-11-25,Tyson,2019-01-02,01-2019,Transfer,Partner,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/White,403
A787028,2017-01-06,Unknown,2019-01-07,01-2019,Transfer,Partner,Bird,Unknown,2 years,Duck Mix,White/Yellow,731
A775903,2016-07-06,Pie,2019-01-07,01-2019,Transfer,Partner,Dog,Spayed Female,2 years,Carolina Dog Mix,Red,915
A753618,2013-07-08,Pepe,2019-01-07,01-2019,Transfer,Partner,Dog,Neutered Male,5 years,Jack Russell Terrier Mix,White/Brown,2009
A787087,2016-07-07,Unknown,2019-01-11,01-2019,Transfer,Snr,Cat,Intact Male,2 years,Domestic Longhair Mix,Brown Tabby,918
A787158,2017-07-08,Tyrion,2019-01-13,01-2019,Transfer,Partner,Other,Intact Male,1 year,Guinea Pig Mix,Brown/White,554
A787159,2017-07-08,Hodor,2019-01-13,01-2019,Transfer,Partner,Other,Intact Male,1 year,Guinea Pig Mix,Blue/White,554
A787277,2007-01-10,Olie,2019-01-14,01-2019,Transfer,Snr,Cat,Spayed Female,12 years,Ragdoll Mix,Flame Point,4387
A774102,2016-01-11,Skyler,2019-01-15,01-2019,Return to Owner,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black,1100
A787073,2018-03-13,*Preston,2019-01-16,01-2019,Transfer,Partner,Dog,Intact Male,10 months,Border Collie Mix,Black/White,309
A786127,2016-12-17,Lee,2019-01-23,01-2019,Transfer,Partner,Dog,Neutered Male,2 years,Boxer Mix,Tan/Black,767
A783849,2016-11-07,*Fiona,2019-01-23,01-2019,Transfer,Partner,Dog,Intact Female,2 years,Pit Bull Mix,Blue/White,807
A782007,2014-10-09,*Clarissa,2019-01-23,01-2019,Transfer,Partner,Dog,Spayed Female,4 years,Pit Bull Mix,Tan/White,1567
A787861,2017-01-21,Unknown,2019-01-26,01-2019,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair Mix,Brown Tabby/White,735
A788133,2017-07-27,Unknown,2019-01-28,01-2019,Return to Owner,Field,Dog,Intact Male,1 year,Australian Shepherd Mix,Black/Black Smoke,550
A782614,2017-10-18,*Fleur,2019-02-03,02-2019,Transfer,Partner,Dog,Intact Female,1 year,Pit Bull Mix,White/Black,473
A787845,2018-01-21,*Bernie,2019-02-04,02-2019,Adoption,,Dog,Neutered Male,1 year,Plott Hound Mix,White/Brown Brindle,379
A788864,2018-02-10,*Lucille,2019-02-18,02-2019,Transfer,Partner,Dog,Intact Female,1 year,Belgian Malinois Mix,Black/Brown,373
A789025,2018-02-13,*Manny,2019-02-19,02-2019,Transfer,Partner,Dog,Intact Male,1 year,Beagle Mix,Black/Tan,371
A788940,2012-02-12,Unknown,2019-02-20,02-2019,Transfer,Partner,Cat,Intact Female,7 years,Domestic Longhair Mix,Tortie,2565
A789429,2019-01-21,Unknown,2019-02-22,02-2019,Adoption,,Other,Unknown,4 weeks,Mouse Mix,Chocolate,32
A789144,2018-02-15,Blanco,2019-03-03,03-2019,Transfer,Partner,Dog,Intact Male,1 year,Labrador Retriever/Great Pyrenees,White,381
A783967,2015-11-09,Spiritlife,2019-03-06,03-2019,Transfer,Partner,Dog,Spayed Female,3 years,Labrador Retriever Mix,White/Tan,1213
A790172,2018-03-05,Unknown,2019-03-07,03-2019,Euthanasia,Suffering,Bird,Unknown,1 year,Chicken Mix,White/Red,367
A790461,2015-03-10,Rex,2019-03-11,03-2019,Transfer,Partner,Dog,Intact Male,4 years,German Shepherd,Black/Brown,1462
A789042,2017-02-13,Stubby,2019-03-11,03-2019,Transfer,Partner,Cat,Intact Male,2 years,Domestic Shorthair Mix,Blue Tabby,756
A787654,2017-01-17,Pepper,2019-03-11,03-2019,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby/White,783
A787658,2017-01-17,*Fergus,2019-03-11,03-2019,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black,783
A786122,2017-12-17,*Cool Whip,2019-03-11,03-2019,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby,449
A789930,2018-03-02,Miss Kitty,2019-03-12,03-2019,Transfer,Partner,Cat,Spayed Female,1 year,Snowshoe Mix,Blue Point/White,375
A781825,2016-10-06,Dixie,2019-03-15,03-2019,Return to Owner,,Dog,Intact Female,2 years,German Shepherd/Alaskan Husky,Black/Brown,890
A707669,2015-05-15,Felix,2019-03-15,03-2019,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Brown Tabby/White,1400
A764651,2016-01-03,Bino,2019-03-16,03-2019,Return to Owner,,Dog,Neutered Male,3 years,Pit Bull Mix,Black,1168
A790657,2018-05-13,Unknown,2019-03-17,03-2019,Transfer,Snr,Cat,Intact Male,10 months,Maine Coon Mix,Brown Tabby,308
A790614,2018-03-13,Unknown,2019-03-19,03-2019,Transfer,Snr,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby/White,371
A790964,2019-02-26,Unknown,2019-03-20,03-2019,Transfer,Partner,Dog,Unknown,3 weeks,Border Collie Mix,White/Black,22
A790965,2019-02-26,Unknown,2019-03-20,03-2019,Transfer,Partner,Dog,Unknown,3 weeks,Border Collie Mix,White/Black,22
A790966,2019-02-26,Unknown,2019-03-20,03-2019,Transfer,Partner,Dog,Unknown,3 weeks,Border Collie Mix,White/Black,22
A790967,2019-02-26,Unknown,2019-03-20,03-2019,Transfer,Partner,Dog,Unknown,3 weeks,Border Collie Mix,White/Cream,22
A790968,2019-02-26,Unknown,2019-03-20,03-2019,Transfer,Partner,Dog,Unknown,3 weeks,Border Collie Mix,White/Cream,22
A790969,2019-02-26,Unknown,2019-03-20,03-2019,Transfer,Partner,Dog,Unknown,3 weeks,Border Collie Mix,Black/White,22
A790478,2008-03-11,Cpt Marvel,2019-03-21,03-2019,Adoption,Foster,Dog,Spayed Female,11 years,Pit Bull Mix,White/Tan,4027
A791114,2019-01-06,Zephyr,2019-03-21,03-2019,Transfer,Partner,Dog,Intact Male,2 months,Australian Cattle Dog Mix,White,74
A787818,2017-07-20,*Chanel,2019-03-22,03-2019,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie,610
A790509,2017-03-11,*Baby,2019-03-23,03-2019,Transfer,Partner,Dog,Spayed Female,2 years,Australian Cattle Dog Mix,Tricolor,742
A789035,2017-02-13,Spock,2019-03-24,03-2019,Transfer,Partner,Dog,Neutered Male,2 years,Siberian Husky Mix,Black/White,769
A791140,2017-03-21,Hamilton,2019-03-25,03-2019,Transfer,Partner,Dog,Neutered Male,2 years,Beagle Mix,Tan/White,734
A789489,2017-02-22,*Pringle,2019-03-27,03-2019,Transfer,Partner,Dog,Neutered Male,2 years,Boxer/Pointer,Red/White,763
A790792,2014-03-16,Kelly,2019-03-27,03-2019,Return to Owner,,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Calico,1837
A791181,2017-03-22,Nala,2019-03-27,03-2019,Transfer,Partner,Dog,Intact Female,2 years,Pit Bull Mix,Tan,735
A791177,2018-03-22,Unknown,2019-03-27,03-2019,Transfer,Partner,Dog,Neutered Male,1 year,Dachshund Longhair/Chihuahua Shorthair,White/Tan,370
A791137,2018-07-21,Unknown,2019-03-27,03-2019,Transfer,Partner,Dog,Neutered Male,8 months,Chihuahua Shorthair/Rat Terrier,Chocolate/White,249
A781429,2018-07-29,Oso,2019-03-27,03-2019,Transfer,Partner,Dog,Neutered Male,7 months,American Foxhound Mix,Tricolor,241
A782632,2017-10-18,Seven,2019-03-27,03-2019,Transfer,Partner,Dog,Neutered Male,1 year,Doberman Pinsch Mix,Black/Brown,525
A745918,2017-02-04,Charlie,2019-03-27,03-2019,Transfer,Partner,Dog,Neutered Male,2 years,Labrador Retriever Mix,Chocolate,781
A788847,2018-02-09,*Taylor,2019-04-03,04-2019,Transfer,Partner,Dog,Neutered Male,1 year,Pit Bull Mix,Brown,418
A785635,2017-12-07,Mary,2019-04-04,04-2019,Transfer,Partner,Dog,Spayed Female,1 year,Pit Bull Mix,Brown,483
A792015,2019-04-03,Unknown,2019-04-04,04-2019,Transfer,Partner,Cat,Intact Female,1 day,Domestic Shorthair Mix,Blue Tabby/White,1
A792177,2019-03-25,Unknown,2019-04-07,04-2019,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Cream,13
A792178,2019-03-25,Unknown,2019-04-07,04-2019,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Cream,13
A792179,2019-03-25,Unknown,2019-04-07,04-2019,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Tortie,13
A792180,2019-03-25,Unknown,2019-04-07,04-2019,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Orange Tabby,13
A789967,2017-03-02,Sherm,2019-04-07,04-2019,Transfer,Partner,Dog,Neutered Male,2 years,American Bulldog Mix,White/Tan,766
A792428,2017-04-10,Unknown,2019-04-15,04-2019,Transfer,Partner,Dog,Neutered Male,2 years,West Highland/Yorkshire Terrier,Cream,735
A790451,2017-03-10,*Pillow,2019-04-15,04-2019,Transfer,Partner,Dog,Neutered Male,2 years,Siberian Husky Mix,White/Tan,766
A786007,2016-12-14,*Revlon,2019-04-15,04-2019,Transfer,Partner,Dog,Neutered Male,2 years,American Bulldog Mix,White/Brown Brindle,852
A791186,2018-03-22,Unknown,2019-04-16,04-2019,Transfer,Partner,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Black,390
A788695,2017-02-07,*Conner,2019-04-19,04-2019,Adoption,,Dog,Neutered Male,2 years,American Pit Bull Terrier Mix,Brown/White,801
A793173,2018-07-20,Unknown,2019-04-20,04-2019,Euthanasia,Suffering,Dog,Intact Male,9 months,Miniature Schnauzer Mix,White,274
A793017,2017-04-18,Cookie,2019-04-22,04-2019,Transfer,Partner,Dog,Spayed Female,2 years,Australian Shepherd,Tricolor,734
A785036,2013-11-26,Shabba,2019-04-23,04-2019,Transfer,Partner,Dog,Neutered Male,5 years,Labrador Retriever Mix,Tricolor,1974
A760967,2012-10-26,Jake Ryan,2019-04-23,04-2019,Transfer,Partner,Dog,Neutered Male,6 years,Labrador Retriever/Pit Bull,Black,2370
A793361,2018-04-23,Unknown,2019-04-28,04-2019,Transfer,Partner,Other,Unknown,1 year,Rabbit Sh Mix,Black,370
A793271,2018-04-22,*Stray Bunny,2019-04-28,04-2019,Transfer,Partner,Other,Unknown,1 year,Rabbit Sh Mix,White,371
A793660,2019-04-21,Unknown,2019-04-29,04-2019,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Brown Tabby,8
A793662,2019-04-21,Unknown,2019-04-29,04-2019,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Blue Tabby,8
A793663,2019-04-21,Unknown,2019-04-29,04-2019,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Blue Tabby,8
A793677,2019-04-25,Unknown,2019-04-29,04-2019,Transfer,Partner,Cat,Unknown,4 days,Domestic Shorthair Mix,Blue/White,4
A793678,2019-04-25,Unknown,2019-04-29,04-2019,Transfer,Partner,Cat,Unknown,4 days,Domestic Shorthair Mix,Blue Tabby,4
A793679,2019-04-25,Unknown,2019-04-29,04-2019,Transfer,Partner,Cat,Unknown,4 days,Domestic Shorthair Mix,Blue Tabby,4
A791704,2018-03-30,*Edgar,2019-05-01,05-2019,Transfer,Partner,Dog,Neutered Male,1 year,Boxer Mix,Black,397
A793453,2010-04-25,Unknown,2019-05-02,05-2019,Transfer,Partner,Cat,Intact Male,9 years,Domestic Shorthair Mix,Orange Tabby,3294
A793202,2017-11-21,Unknown,2019-05-02,05-2019,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black,527
A739056,2016-05-27,Maya,2019-05-07,05-2019,Transfer,Partner,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White,1075
A689257,2012-10-01,Hailey,2019-05-13,05-2019,Transfer,Partner,Dog,Spayed Female,6 years,Australian Cattle Dog Mix,White/Brown,2415
A792995,2018-12-18,Unknown,2019-05-14,05-2019,Transfer,Partner,Dog,Intact Male,4 months,Pit Bull Mix,Fawn,147
A793999,2018-05-02,*Bluebell,2019-05-15,05-2019,Transfer,Snr,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue,378
A794329,2017-05-06,Unknown,2019-05-15,05-2019,Transfer,Snr,Cat,Intact Male,2 years,Domestic Medium Hair Mix,Black/White,739
A794936,2018-05-14,Pumba,2019-05-16,05-2019,Return to Owner,,Cat,Neutered Male,1 year,Domestic Shorthair,Blue/White,367
A794279,2018-12-06,Unknown,2019-05-16,05-2019,Transfer,Partner,Dog,Intact Female,5 months,Beagle/Black Mouth Cur,Tan/Black,161
A772863,2016-05-24,Major,2019-05-16,05-2019,Return to Owner,,Dog,Neutered Male,2 years,Maltese Mix,White/Brown,1087
A795197,2019-04-17,Unknown,2019-05-18,05-2019,Died,In Kennel,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Orange Tabby,31
A795170,2019-01-17,Unknown,2019-05-21,05-2019,Transfer,Snr,Cat,Intact Male,4 months,Domestic Shorthair,Brown Tabby,124
A795044,2017-05-15,Unknown,2019-05-21,05-2019,Transfer,Snr,Cat,Intact Female,2 years,Domestic Medium Hair,Orange Tabby/White,736
A737415,2015-11-27,Odie,2019-05-21,05-2019,Transfer,Partner,Dog,Neutered Male,3 years,Labrador Retriever Mix,Brown/White,1271
A795248,2018-11-18,Unknown,2019-05-23,05-2019,Transfer,Snr,Cat,Intact Female,6 months,Domestic Shorthair,Gray Tabby,186
A795284,2017-05-18,Unknown,2019-05-23,05-2019,Transfer,Snr,Cat,Intact Female,2 years,Domestic Shorthair,Torbie,735
A795285,2018-05-18,Unknown,2019-05-23,05-2019,Transfer,Snr,Cat,Intact Female,1 year,Domestic Shorthair,Torbie,370
A795286,2019-01-18,Unknown,2019-05-23,05-2019,Transfer,Snr,Cat,Intact Female,4 months,Domestic Shorthair,Torbie,125
A795309,2017-05-19,Unknown,2019-05-23,05-2019,Transfer,Snr,Cat,Intact Female,2 years,Domestic Medium Hair,Calico,734
A795310,2018-05-19,Unknown,2019-05-23,05-2019,Transfer,Snr,Cat,Unknown,1 year,Siamese,Tortie Point,369
A795311,2017-05-19,Unknown,2019-05-23,05-2019,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair,Blue/White,734
A794956,2018-05-14,Unknown,2019-05-23,05-2019,Transfer,Snr,Cat,Intact Female,1 year,Domestic Shorthair,Blue,374
A794709,2018-05-11,Unknown,2019-05-23,05-2019,Transfer,Snr,Cat,Unknown,1 year,Siamese Mix,Seal Point,377
A738451,2015-11-15,Niessa,2019-05-25,05-2019,Rto-Adopt,,Dog,Spayed Female,3 years,Pit Bull/Chinese Sharpei,Blue/White,1287
A795081,2018-05-16,*Pikachu,2019-05-26,05-2019,Transfer,Partner,Dog,Spayed Female,1 year,German Shepherd Mix,Black/Brown Brindle,375
A795505,2017-05-21,*Trixie,2019-05-26,05-2019,Transfer,Partner,Dog,Intact Female,2 years,Swedish Vallhund Mix,Brown/Black,735
A795514,2017-05-21,*Cody,2019-05-26,05-2019,Transfer,Partner,Dog,Intact Female,2 years,Cairn Terrier,Cream/Tan,735
A795804,2017-05-24,*Papaya,2019-05-26,05-2019,Transfer,Partner,Dog,Intact Female,2 years,Shih Tzu Mix,White,732
A795805,2018-05-26,Peluchin,2019-05-26,05-2019,Transfer,Partner,Dog,Intact Male,1 year,Lhasa Apso Mix,Tan,365
A794514,2018-08-09,Unknown,2019-05-28,05-2019,Transfer,Snr,Cat,Intact Male,9 months,Domestic Medium Hair,Brown Tabby/White,292
A795565,2017-05-22,Unknown,2019-05-29,05-2019,Transfer,Partner,Dog,Spayed Female,2 years,Dachshund,White,737
A794379,2017-05-07,*Bruce,2019-05-29,05-2019,Transfer,Partner,Dog,Intact Male,2 years,Pit Bull Mix,Brown/White,752
A795916,2018-08-26,Unknown,2019-05-30,05-2019,Transfer,Snr,Cat,Intact Female,9 months,Domestic Shorthair,Calico Point,277
A795958,2018-05-26,Unknown,2019-05-30,05-2019,Transfer,Snr,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue Tabby/White,369
